time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-30 00:00:00+00:00,15,9,44,13
2026-01-31 00:00:00+00:00,7,5,4,4
2026-02-01 00:00:00+00:00,18,12,23,8
2026-02-02 00:00:00+00:00,8,6,50,16
2026-02-03 00:00:00+00:00,10,8,36,11
2026-02-04 00:00:00+00:00,19,9,20,10
2026-02-05 00:00:00+00:00,15,9,22,9
2026-02-06 00:00:00+00:00,15,9,28,17
2026-02-07 00:00:00+00:00,21,11,6,4
2026-02-08 00:00:00+00:00,26,12,29,11
2026-02-09 00:00:00+00:00,13,7,13,9
2026-02-10 00:00:00+00:00,22,12,25,9
2026-02-11 00:00:00+00:00,14,8,17,10
2026-02-12 00:00:00+00:00,8,6,43,26
