time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,3,2,108,26
2025-01-22 00:00:00+00:00,1,1,25,14
2025-01-23 00:00:00+00:00,2,2,38,15
2025-01-24 00:00:00+00:00,2,2,19,12
2025-01-25 00:00:00+00:00,4,3,13,5
2025-01-26 00:00:00+00:00,5,4,37,9
2025-01-27 00:00:00+00:00,4,2,32,16
2025-01-28 00:00:00+00:00,3,3,48,16
2025-01-29 00:00:00+00:00,3,3,39,19
2025-01-30 00:00:00+00:00,8,5,41,18
2025-01-31 00:00:00+00:00,8,5,33,11
2025-02-01 00:00:00+00:00,4,4,14,9
2025-02-02 00:00:00+00:00,8,3,52,11
2025-02-03 00:00:00+00:00,3,3,28,14
