time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-15 00:00:00+00:00,5,5,18,14
2022-09-16 00:00:00+00:00,3,3,19,10
2022-09-17 00:00:00+00:00,3,3,8,3
2022-09-18 00:00:00+00:00,5,5,4,4
2022-09-19 00:00:00+00:00,3,3,36,14
2022-09-20 00:00:00+00:00,5,5,17,12
2022-09-21 00:00:00+00:00,5,5,9,6
2022-09-22 00:00:00+00:00,3,3,18,9
2022-09-23 00:00:00+00:00,7,6,15,6
2022-09-24 00:00:00+00:00,4,4,8,1
2022-09-25 00:00:00+00:00,4,4,3,3
2022-09-26 00:00:00+00:00,3,3,13,8
2022-09-27 00:00:00+00:00,4,4,33,10
2022-09-28 00:00:00+00:00,2,2,49,9
