time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,28,15,60,12
2026-06-07 00:00:00+00:00,30,15,61,8
2026-06-08 00:00:00+00:00,224,13,48,13
2026-06-09 00:00:00+00:00,12,10,35,6
2026-06-10 00:00:00+00:00,26,15,68,13
2026-06-11 00:00:00+00:00,15,8,129,11
2026-06-12 00:00:00+00:00,39,12,79,11
2026-06-13 00:00:00+00:00,40,12,81,8
2026-06-14 00:00:00+00:00,65,20,57,8
2026-06-15 00:00:00+00:00,38,12,102,17
2026-06-16 00:00:00+00:00,48,15,38,6
2026-06-17 00:00:00+00:00,28,10,70,15
2026-06-18 00:00:00+00:00,45,16,51,12
2026-06-19 00:00:00+00:00,37,11,75,8
